Geo Point;Geo Shape;ARCSTRA_ID;FNODE;TNODE;CODVIA;NOMEVIA;DATAINIZ;LUNGHEZZ;LARGHEZZ;CIVIMINP;EXPOMINP;CIVIMAXP;EXPOMAXP;CIVIMIND;EXPOMIND;CIVIMAXD;EXPOMAXD;XPROPRIE;PROPRIETA;NUMQUART;NOMEQUART;DA;A;SUPERFICIE;CRESCIV;XTIPOLOG;ESTREMI;PROGXVIA;ID_ENTE;F50;F50_drufuc;ZONA_NOME;Shape_Leng;VEL2024;Velocità massima consentita
44.46712942303465, 11.382218028131007;"{""coordinates"": [[[11.381065486538787, 44.468174002421115], [11.38112313567066, 44.46803557943449], [11.381231009187596, 44.46775504726999], [11.381422113298182, 44.46735404105535], [11.381564894941691, 44.46717372710101], [11.381728596850108, 44.4670006855836], [11.381991037096213, 44.466836715450306], [11.382178958046065, 44.466748048382776], [11.382257323166904, 44.46672862522553], [11.382343362171072, 44.466721442577125], [11.38245098641237, 44.466744571308304], [11.382521138562604, 44.46678294406035], [11.38259518386725, 44.46683376159409], [11.38266206995082, 44.46691225825592], [11.382803147489977, 44.46702592810488], [11.382946889822874, 44.467130926107295], [11.38303281519009, 44.467157230732454], [11.383107476658186, 44.4671570925633], [11.383183974998179, 44.467149353818066], [11.383238813380768, 44.46712471347044], [11.383259467022441, 44.467071825995944], [11.383257028241204, 44.46701752468879], [11.383230095965173, 44.46697653429672], [11.383197352568219, 44.46695233206529], [11.383144832644103, 44.46693495688664], [11.383064046040372, 44.46695277938078], [11.382940093763471, 44.46696435779631], [11.382851264898195, 44.46697414346784], [11.382778660693397, 44.46697193569092], [11.382725693795638, 44.46694349981554], [11.382666316363922, 44.46688568006974], [11.382636153078636, 44.46678299324453], [11.382655121503952, 44.46661657854413]]], ""type"": ""MultiLineString""}";1959;6664;6665;20440;VIA DOMOKOS;19911021;391.706663845;9;2;;10;;3;;7;;1;comunale;16;Savena;VIA ARGONNE;VIA DOMOKOS;3525.39;0;0;0;1;A944;0;0;S. Ruffillo;391.706663845;30;Strade 30 km/h o inferiore
44.468999688519155, 11.387683928808249;"{""coordinates"": [[[11.3878556478845, 44.46926965626351], [11.38778958597127, 44.46918133764468], [11.387617454850329, 44.46889661793491], [11.387529991461514, 44.46871904608307]]], ""type"": ""MultiLineString""}";1961;15872;6670;59230;VIA TREVISO;19911021;66.4128959676;8;10;;14;;9;;13;B;1;comunale;16;Savena;VIA PIEVE DI CADORE;VIA OSOPPO;531.28;0;0;0;2;A944;0;0;Mazzini;66.4128959676;30;Strade 30 km/h o inferiore
44.46883147317787, 11.388715120238224;"{""coordinates"": [[[11.388851161853758, 44.46914833762385], [11.388630206196012, 44.468628429212735], [11.388593646230484, 44.468556675760844], [11.388561128430556, 44.46852627718024]]], ""type"": ""MultiLineString""}";1962;6677;6675;61530;VIA VICENZA;19911021;73.0051931825;13;4;;6;;9;;13;;1;comunale;16;Savena;VIA PIEVE DI CADORE;VIA OSOPPO;949.13;0;0;0;2;A944;0;0;Mazzini;73.0051931825;30;Strade 30 km/h o inferiore
44.46946968281327, 11.378834322205753;"{""coordinates"": [[[11.378129728959394, 44.46950928513938], [11.379084984706237, 44.46937587868363], [11.37914949657517, 44.46938183878532], [11.379191140151615, 44.469407672389956], [11.379426836405079, 44.46971574247623]]], ""type"": ""MultiLineString""}";1975;5739;6663;56330;VIA RICCARDO STRACCIARI;19911021;125.870249978;9;6;;10;;5;;7;;1;comunale;16;Savena;VIA TITTA RUFFO;VIA PIETRO GUBELLINI;1132.83;0;0;0;2;A944;0;0;S. Ruffillo;125.870249978;30;Strade 30 km/h o inferiore
44.473070646950525, 11.38015633739474;"{""coordinates"": [[[11.379180213041577, 44.47319445973734], [11.379212363451563, 44.47326079224906], [11.379262247748425, 44.47331396253152], [11.379355357658225, 44.473354861779036], [11.37947078622922, 44.47335822614624], [11.379568683404829, 44.473322020775], [11.379795079717931, 44.473220469981726], [11.38118356472231, 44.472698217842094]]], ""type"": ""MultiLineString""}";1980;6706;6696;37350;VIA CORRADO MAZZONI;19911021;187.530342569;15;0;;0;;0;;0;;1;comunale;16;Savena;VIA MILANO;VIA CORRADO MAZZONI;2812.95;1;0;0;3;A944;0;0;Mazzini;187.530342569;30;Strade 30 km/h o inferiore
44.47347952892455, 11.383319709587067;"{""coordinates"": [[[11.382907298812539, 44.47364080600204], [11.383353422281274, 44.47346429684924], [11.383733615120851, 44.47332213692676]]], ""type"": ""MultiLineString""}";1981;6705;6703;42700;VIA DEGLI ORTOLANI;19911021;74.6169516802;24;22;;22;;49;;53;;1;comunale;16;Savena;VIA LIGURIA;VIA VALLE D'AOSTA;1790.88;0;0;0;4;A944;1;0;Mazzini;74.6169516802;50;Strade 50 km/h o superiore
44.469809313792155, 11.37798085057356;"{""coordinates"": [[[11.378047530444107, 44.47022236108444], [11.377922641466782, 44.46973673355157], [11.37791005066563, 44.46967637223431], [11.377899914094836, 44.46963213565306], [11.37791284524685, 44.46959180475712], [11.377951617883287, 44.46956050776823], [11.378007839158963, 44.469534380128586], [11.378129728959394, 44.46950928513938]]], ""type"": ""MultiLineString""}";1982;6702;5739;56330;VIA RICCARDO STRACCIARI;19911021;91.1467488156;9;2;;4;;1;;3;;1;comunale;16;Savena;VIA PIETRO GUBELLINI;VIA TITTA RUFFO;820.35;0;0;0;1;A944;0;0;S. Ruffillo;91.1467488156;30;Strade 30 km/h o inferiore
44.46999819300342, 11.38018782691869;"{""coordinates"": [[[11.380056126307348, 44.46948681255703], [11.380157811019352, 44.46984525655153], [11.380256029595495, 44.47028982296528], [11.380307068853885, 44.470512750171565]]], ""type"": ""MultiLineString""}";1984;6653;6698;41780;VIA CAMILLO OBLACH;19911021;115.494127317;14.8;2;;8;;1;;5;;1;comunale;16;Savena;VIA MILANO;VIA LUIGI CHERUBINI;1709.252;1;0;0;1;A944;0;0;S. Ruffillo;115.494127317;30;Strade 30 km/h o inferiore
44.473597682795365, 11.3840382204194;"{""coordinates"": [[[11.384392623135087, 44.4738068312441], [11.384257997160772, 44.473748953863215], [11.384100374490066, 44.47366783234726], [11.383994683175606, 44.47359881883537], [11.383907038557506, 44.473521542868966], [11.383780127745403, 44.47338180635756], [11.383733615120851, 44.47332213692676]]], ""type"": ""MultiLineString""}";1986;6700;6703;60230;VIA VALLE D'AOSTA;19911021;76.3654828073;8.9;32;;38;;29;;41;;1;comunale;16;Savena;VIA TEVERE;VIA DEGLI ORTOLANI;679.693;0;0;0;4;A944;0;0;Mazzini;76.3654828073;30;Strade 30 km/h o inferiore
44.46972282517263, 11.383517458576007;"{""coordinates"": [[[11.383409834573683, 44.46975648980243], [11.38362508257833, 44.46968916054282]]], ""type"": ""MultiLineString""}";1987;6669;6709;15350;VIA FRANCESCO CAVAZZONI;19911021;18.657610244;10;0;;0;;0;;0;;1;comunale;16;Savena;VIA VENEZIA;VIA SAVIGNO;186.6;1;0;0;3;A944;0;0;S. Ruffillo;18.657610244;30;Strade 30 km/h o inferiore
44.46981399243267, 11.38948591027149;"{""coordinates"": [[[11.389099801689996, 44.469881229453044], [11.38987201885299, 44.469746755412295]]], ""type"": ""MultiLineString""}";1992;6722;6673;47500;VIA PORTAZZA;19911021;63.1571743515;8.5;12;;14;;0;;0;;1;comunale;16;Savena;VIA VICENZA;VIA BASSANO DEL GRAPPA;536.86;0;0;0;4;A944;0;0;Mazzini;63.1571743515;30;Strade 30 km/h o inferiore
44.46920306193893, 11.388352108344543;"{""coordinates"": [[[11.3878556478845, 44.46926965626351], [11.387952980013091, 44.469245231480016], [11.388103771635565, 44.46921650284958], [11.388259619378296, 44.46921121507879], [11.38840714053678, 44.469203843940484], [11.388851161853758, 44.46914833762385]]], ""type"": ""MultiLineString""}";1993;15872;6677;46030;VIA PIEVE DI CADORE;19911021;80.5748592333;15;6;;8;;7;;7;;1;comunale;16;Savena;VIA VICENZA;VIA TREVISO;1208.7;1;0;0;1;A944;0;0;Mazzini;80.5748592333;30;Strade 30 km/h o inferiore
44.481981355603324, 11.378601287720032;"{""coordinates"": [[[11.378662296805677, 44.481964113226006], [11.378540278634388, 44.48199859798065]]], ""type"": ""MultiLineString""}";2201;6417;6911;21350;VIA EMILIA LEVANTE;19911021;10.4365956611;12.7;0;;0;;0;;0;;1;comunale;16;Savena;VIA PONTEVECCHIO;VIA DELLO SPALTO;132.588;1;0;0;9;A944;33;66;Mazzini;10.4365956611;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.48311520012322, 11.379904628047644;"{""coordinates"": [[[11.379818584023832, 44.482841081141274], [11.379990672071454, 44.483389319105164]]], ""type"": ""MultiLineString""}";2205;6908;6909;8250;VICOLO BIANCO;19911021;62.4445091664;4;26;;44;;13;;15;2;1;comunale;16;Savena;VIA VITTORE CARPACCIO;VIA GIAMBATTISTA TIEPOLO;249.76;0;0;0;2;A944;6;0;Mazzini;62.4445091664;10;Strade 30 km/h o inferiore
44.481566782168194, 11.381411953208508;"{""coordinates"": [[[11.381628680853561, 44.48191572256217], [11.381555949174214, 44.481818754928746], [11.381450333432111, 44.48163804936967], [11.381315947184332, 44.48139463051398], [11.381200508065971, 44.48121412977821]]], ""type"": ""MultiLineString""}";2208;6915;6912;23950;VIA DELLE FOSSE ARDEATINE;19911021;85.1488661506;7.1;2;;8;C;3;;3;H;1;comunale;16;Savena;VIA EMILIA LEVANTE;VIA LORENZO BARTOLINI;604.565;1;0;0;1;A944;0;0;Mazzini;85.1488661506;30;Strade 30 km/h o inferiore
44.48276356369762, 11.381725781712873;"{""coordinates"": [[[11.38214783879321, 44.48259899331886], [11.381680351543267, 44.48278228479364], [11.381302965786972, 44.482926171538075]]], ""type"": ""MultiLineString""}";2211;6914;6916;21100;VIA GIOVANNI DUPRE';19920110;76.4206071794;6;2;;10;;1;;7;;1;comunale;16;Savena;VIA DELLE FOSSE ARDEATINE;VIA GIOVANNI DUPRE';458.52;0;0;0;1;A944;0;0;Mazzini;76.4206071794;30;Strade 30 km/h o inferiore
44.48033486012918, 11.38026019387107;"{""coordinates"": [[[11.380486989714512, 44.4806724401681], [11.380241351752554, 44.480311591788286], [11.380038196936445, 44.47999411223635]]], ""type"": ""MultiLineString""}";2214;6903;6899;61150;VIA VERMENA;19911021;83.4170339114;10;8;;20;2H;7;;15;;1;comunale;16;Savena;VIA GIOVANNI ANTONIO MAGINI;VIA ANTONIO FIACCHI;834.2;0;0;0;2;A944;0;0;Mazzini;83.4170339114;30;Strade 30 km/h o inferiore
44.47933345345213, 11.379062352116565;"{""coordinates"": [[[11.378691555635713, 44.47947862760382], [11.379433148597416, 44.47918827930044]]], ""type"": ""MultiLineString""}";2217;6900;6757;54750;VIA LUCA SIGNORELLI;19911021;67.2412711361;10;2;;2;3;1;;1;;1;comunale;16;Savena;VIA PONTEVECCHIO;VIA VERMENA;672.4;0;0;0;1;A944;0;0;Mazzini;67.2412711361;30;Strade 30 km/h o inferiore
44.47898115262519, 11.3813007809043;"{""coordinates"": [[[11.38106723942764, 44.47928607830422], [11.381534322380965, 44.478676226946156]]], ""type"": ""MultiLineString""}";2221;15895;6771;24730;VIA FRIULI-VENEZIA GIULIA;19911021;77.2300210265;13.55;2;;4;A;1;;1;A;1;comunale;16;Savena;VIA PO;VIA MARCHE;1046.4665;0;0;0;1;A944;0;0;Mazzini;77.2300210265;30;Strade 30 km/h o inferiore
44.4786141609085, 11.3838541890251;"{""coordinates"": [[[11.384300118219604, 44.4787888097465], [11.383408259830599, 44.4784395120705]]], ""type"": ""MultiLineString""}";2233;6734;13539;18780;VIA CUNEO;19911021;80.8566071637;6;4;;4;;0;;0;;1;comunale;16;Savena;VIA BELLARIA;VIA SICILIA;485.16;0;0;0;1;A944;0;0;Mazzini;80.8566071637;30;Strade 30 km/h o inferiore
44.48000633530967, 11.38369135958656;"{""coordinates"": [[[11.3833830677438, 44.48012044604032], [11.38399965142932, 44.479892224579025]]], ""type"": ""MultiLineString""}";2235;6736;6885;21350;VIA EMILIA LEVANTE;19911021;55.2242430915;12.7;146;;146;2D;109;;111;A;1;comunale;16;Savena;VIA BELLARIA;VIA PAGANINO BONAFEDE;701.294;0;0;1;17;A944;33;66;Mazzini;55.2242430915;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.47984998782012, 11.383574648383709;"{""coordinates"": [[[11.3833830677438, 44.48012044604032], [11.383651429950595, 44.479745884739636], [11.3837594818033, 44.47957498507259]]], ""type"": ""MultiLineString""}";2236;6736;6906;6200;VIA BELLARIA;19911021;67.6278857252;21;2;;2;;1;;3;D;1;comunale;16;Savena;VIA EMILIA LEVANTE;VIA MARCHE;1420.23;0;0;0;1;A944;0;0;Mazzini;67.6278857252;30;Strade 30 km/h o inferiore
44.48274491832888, 11.38627841461549;"{""coordinates"": [[[11.386065480203856, 44.48275513790733], [11.386096600369939, 44.48275599938849], [11.386491307584679, 44.4827321602613]]], ""type"": ""MultiLineString""}";2238;6887;6920;32180;VIALE ABRAHAM LINCOLN;19911021;33.9912788704;16;0;;0;;0;;0;;1;comunale;16;Savena;VIA SALVADOR ALLENDE;VIA GIOVANNI NICOLO' PASQUALI ALIDOSI;543.84;0;0;0;3;A944;0;0;Mazzini;33.9912788704;30;Strade 30 km/h o inferiore
44.48230125451699, 11.387248792475946;"{""coordinates"": [[[11.38742933721181, 44.48267540834474], [11.387075362276041, 44.48194224254683], [11.387077007134172, 44.4819255447004]]], ""type"": ""MultiLineString""}";2239;6924;6918;42450;VIA PELLEGRINO ANTONIO ORLANDI;19911021;88.0661301572;10;30;;32;;0;;0;;1;comunale;16;Savena;VIA LUIGI BOMBICCI;VIALE ABRAHAM LINCOLN;880.7;1;0;0;3;A944;0;0;Mazzini;88.0661301572;30;Strade 30 km/h o inferiore
44.47800903647686, 11.378916481915008;"{""coordinates"": [[[11.378659814306808, 44.47816652628091], [11.378762371995734, 44.47811992324688], [11.378876449672664, 44.478035619303874], [11.378977870146521, 44.477960948015415], [11.37907016229166, 44.477902859305914], [11.379175007238334, 44.47785406104567]]], ""type"": ""MultiLineString""}";2029;6758;15916;47230;VIA PONTEVECCHIO;19930622;53.9875485519;7;36;;44;;0;;0;;1;comunale;16;Savena;VIA VERMENA;VIA FRANCESCO BRIZZI;377.93;0;2;0;19;A944;0;0;Mazzini;53.9875485519;30;Strade 30 km/h o inferiore
44.47603337603369, 11.380717935418085;"{""coordinates"": [[[11.380437979952926, 44.47628889818976], [11.380500071752135, 44.476249860462346], [11.380572551908667, 44.476177394161574], [11.380989384904835, 44.47576700934154]]], ""type"": ""MultiLineString""}";2040;6738;6732;10090;LARGO BRESCIA;19911021;72.839746079;12;2;;6;;1;;5;B;1;comunale;16;Savena;VIA LOMBARDIA;VIA LONGARONE;874.08;1;0;0;1;A944;0;0;Mazzini;72.839746079;30;Strade 30 km/h o inferiore
44.47557264785773, 11.383537034871054;"{""coordinates"": [[[11.383933630419962, 44.475076792519694], [11.383140439322144, 44.47606850319577]]], ""type"": ""MultiLineString""}";2046;6747;6748;11230;VIA CAGLIARI;19920110;126.923211136;5;2;;14;;0;;0;;1;comunale;16;Savena;VIA CALABRIA;VIA CAGLIARI;634.6;0;0;0;1;A944;0;0;Mazzini;126.923211136;30;Strade 30 km/h o inferiore
44.47514096902339, 11.383187112760291;"{""coordinates"": [[[11.382957264047233, 44.475416134828315], [11.38341696147335, 44.47486580321847]]], ""type"": ""MultiLineString""}";2050;13235;6743;150;VIA ABRUZZO;19911021;71.1730964054;12;2;;6;;1;;7;B;1;comunale;16;Savena;VIA CALABRIA;VIA UDINE;854.04;1;0;0;1;A944;0;0;Mazzini;71.1730964054;30;Strade 30 km/h o inferiore
44.47670449056403, 11.377808727906142;"{""coordinates"": [[[11.37684993393262, 44.47705115524203], [11.378767521879666, 44.476357825886026]]], ""type"": ""MultiLineString""}";2057;5886;15890;23400;VIA ANTONIO FONTANESI;19911021;170.89876029;10;2;;18;;1;;7;;1;comunale;16;Savena;VIA PONTEVECCHIO;VIA ANTONIO FONTANESI;1709;0;0;1;1;A944;0;0;Mazzini;170.89876029;30;Strade 30 km/h o inferiore
44.47891754271099, 11.38296344636269;"{""coordinates"": [[[11.38277003401946, 44.479171553451536], [11.383156858705918, 44.47866353197044]]], ""type"": ""MultiLineString""}";2059;6767;6766;54600;VIA SICILIA;19911021;64.2597654052;10;4;;6;4;1;;3;;1;comunale;16;Savena;VIA MARCHE;VIA LAZIO;642.6;0;0;0;1;A944;0;0;Mazzini;64.2597654052;30;Strade 30 km/h o inferiore
44.476475831645885, 11.381208016581537;"{""coordinates"": [[[11.381987657111708, 44.47663672084447], [11.381740286668023, 44.476558006725796], [11.381601947030665, 44.47650317472588], [11.381476049839593, 44.476485047700514], [11.380975039056807, 44.47647459124191], [11.380846435410772, 44.47645701227951], [11.38074903460546, 44.47642942907534], [11.380599937480849, 44.476364951877976], [11.380437979952926, 44.47628889818976]]], ""type"": ""MultiLineString""}";2061;15308;6738;32470;VIA LONGARONE;19920110;132.178112541;6.8;0;;0;;1;;3;;1;comunale;16;Savena;VIA FELTRE;LARGO BRESCIA;898.824;0;0;0;1;A944;0;0;Mazzini;132.178112541;30;Strade 30 km/h o inferiore
44.474915172247684, 11.383539936920446;"{""coordinates"": [[[11.383662912367544, 44.4749645412769], [11.38341696147335, 44.47486580321847]]], ""type"": ""MultiLineString""}";2067;6783;6743;11300;VIA CALABRIA;19911021;22.4102696319;15;36;;36;;41;;41;C;1;comunale;16;Savena;VIA PUGLIE;VIA ABRUZZO;336.15;0;0;0;12;A944;0;0;Mazzini;22.4102696319;30;Strade 30 km/h o inferiore
44.47586872049324, 11.384031854812172;"{""coordinates"": [[[11.383845912793523, 44.47579399155266], [11.38421779683082, 44.47594344943381]]], ""type"": ""MultiLineString""}";2071;6745;6791;59650;VIA UMBRIA;19911021;33.9073335133;9;0;;0;;0;;0;;1;comunale;16;Savena;VIA SARDEGNA;VIA MINCIO;305.19;0;0;0;1;A944;0;0;Mazzini;33.9073335133;30;Strade 30 km/h o inferiore
44.4755314489265, 11.38504795883133;"{""coordinates"": [[[11.385150743593961, 44.475575473943366], [11.384945174068699, 44.475487423909634]]], ""type"": ""MultiLineString""}";2072;6794;6795;11300;VIA CALABRIA;19911021;19.0457408366;15;30;;30;;33;;33;;1;comunale;16;Savena;VIA ROMAGNA;VIA MOLISE;285.75;0;0;0;7;A944;0;0;Mazzini;19.0457408366;30;Strade 30 km/h o inferiore
44.47413345771167, 11.3843197246266;"{""coordinates"": [[[11.384107131792822, 44.474395875367584], [11.384532317460378, 44.47387104005577]]], ""type"": ""MultiLineString""}";2073;6784;6782;48400;VIA PUGLIE;19911021;67.3094376735;5;4;;4;;7;;9;;1;comunale;16;Savena;VIA LIGURIA;VIA VALLE D'AOSTA;336.55;0;0;0;2;A944;0;0;Mazzini;67.3094376735;30;Strade 30 km/h o inferiore
44.47452893788358, 11.384431631131875;"{""coordinates"": [[[11.38475747984767, 44.47465865105144], [11.38446260896053, 44.474543401881384], [11.384107131792822, 44.474395875367584]]], ""type"": ""MultiLineString""}";2074;6788;6784;32150;VIA LIGURIA;19911021;59.354182;9;22;;22;;13;;13;;1;comunale;16;Savena;VIA SARDEGNA;VIA PUGLIE;534.15;0;0;0;3;A944;0;0;Mazzini;59.354182;30;Strade 30 km/h o inferiore
44.47585917196941, 11.384929758155437;"{""coordinates"": [[[11.38470877271691, 44.476142869995435], [11.385150743593961, 44.475575473943366]]], ""type"": ""MultiLineString""}";2078;6793;6794;50800;VIA ROMAGNA;19911021;72.1860396481;5;0;;0;;7;;7;;1;comunale;16;Savena;VIA UMBRIA;VIA CALABRIA;360.95;0;0;0;2;A944;0;0;Mazzini;72.1860396481;30;Strade 30 km/h o inferiore
44.47604345887184, 11.384463155806175;"{""coordinates"": [[[11.38421779683082, 44.47594344943381], [11.384231356028163, 44.475949659877976], [11.38470877271691, 44.476142869995435]]], ""type"": ""MultiLineString""}";2079;6791;6793;59650;VIA UMBRIA;19911021;44.8844296588;9;2;;4;;1;;3;;1;comunale;16;Savena;VIA MINCIO;VIA ROMAGNA;403.92;0;0;0;2;A944;0;0;Mazzini;44.8844296588;30;Strade 30 km/h o inferiore
44.4758655167257, 11.385763318890914;"{""coordinates"": [[[11.386092381028758, 44.47609410847101], [11.385846684969177, 44.47589548846951], [11.385619508490931, 44.47576900943509], [11.38540756806693, 44.475681301408095]]], ""type"": ""MultiLineString""}";2082;6796;6786;11300;VIA CALABRIA;19911021;71.8099904598;15;26;;28;;27;;29;2;1;comunale;16;Savena;VIA BRENTA;VIA TAGLIAMENTO;1077.15;0;0;0;5;A944;0;0;Mazzini;71.8099904598;30;Strade 30 km/h o inferiore
44.475206123722266, 11.385167287705169;"{""coordinates"": [[[11.384945174068699, 44.475487423909634], [11.385389401341637, 44.4749248235349]]], ""type"": ""MultiLineString""}";2083;6795;6787;39200;VIA MOLISE;19911021;71.7290271082;5;2;;2;;1;;5;;1;comunale;16;Savena;VIA CALABRIA;VIA LIGURIA;358.65;0;0;0;1;A944;0;0;Mazzini;71.7290271082;30;Strade 30 km/h o inferiore
44.47425722972365, 11.388421700360286;"{""coordinates"": [[[11.388374135154521, 44.474190124433214], [11.388469265566052, 44.47432433501408]]], ""type"": ""MultiLineString""}";2087;6802;6727;3300;VIA ARNO;19911021;16.7011249014;25;0;;0;;21;2;21;2B;1;comunale;16;Savena;VIA MASSA CARRARA;VIA ALFONSINE;417.5;1;0;0;6;A944;1;0;Mazzini;16.7011249014;50;Strade 50 km/h o superiore
44.474597350115026, 11.388124809430789;"{""coordinates"": [[[11.387786357242138, 44.47487766568538], [11.387861439920986, 44.474810356041054], [11.388185448559277, 44.47454488080118], [11.388469265566052, 44.47432433501408]]], ""type"": ""MultiLineString""}";2090;6797;6727;10070;VIA BRENTA;19911021;81.8957722408;6.55;14;;16;A;11;;11;A;1;comunale;16;Savena;VIA PIACENZA;VIA ARNO;536.445;0;0;0;4;A944;0;0;Mazzini;81.8957722408;30;Strade 30 km/h o inferiore
44.47620166506995, 11.384859568822286;"{""coordinates"": [[[11.38470877271691, 44.476142869995435], [11.38501036492766, 44.47626046014446]]], ""type"": ""MultiLineString""}";2099;6793;6785;59650;VIA UMBRIA;19911021;27.3068703621;9;6;;6;A;5;;5;;1;comunale;16;Savena;VIA ROMAGNA;VIA TAGLIAMENTO;245.79;0;0;0;3;A944;0;0;Mazzini;27.3068703621;30;Strade 30 km/h o inferiore
44.47628839779363, 11.386288226710066;"{""coordinates"": [[[11.386489105968899, 44.476477679351966], [11.386179168400503, 44.476187892711984], [11.386092381028758, 44.47609410847101]]], ""type"": ""MultiLineString""}";2100;6774;6796;11300;VIA CALABRIA;19911021;53.0508068605;15;0;;0;;25;;25;B;1;comunale;16;Savena;VIA BELLARIA;VIA BRENTA;795.75;0;0;0;4;A944;0;0;Mazzini;53.0508068605;30;Strade 30 km/h o inferiore
44.47789658125739, 11.388031151424244;"{""coordinates"": [[[11.388383245150797, 44.47824700166419], [11.388266202932064, 44.478111624381015], [11.387882208833242, 44.47775576000839], [11.387666516746522, 44.477558381997625]]], ""type"": ""MultiLineString""}";2106;6810;6778;11300;VIA CALABRIA;19911021;95.4945367599;15;2;;2;F;1;;3;2;1;comunale;16;Savena;VIA EMILIA LEVANTE;VIA AMICO ASPERTINI;1432.35;0;0;0;1;A944;0;0;Mazzini;95.4945367599;30;Strade 30 km/h o inferiore
44.477768279717495, 11.389667492075557;"{""coordinates"": [[[11.389109613367468, 44.4779796392724], [11.389322325357293, 44.47789849952516], [11.390225596723855, 44.47755751556477]]], ""type"": ""MultiLineString""}";2107;6694;6811;21350;VIA EMILIA LEVANTE;19911021;100.37528438;12.7;194;12;194;15M;145;;147;2;1;comunale;16;Savena;VIA FEDERIGO ENRIQUES;VIA CALANCO;1274.826;0;0;1;25;A944;33;66;Mazzini;100.37528438;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.474786571414434, 11.385075925035434;"{""coordinates"": [[[11.385389401341637, 44.4749248235349], [11.385345708960791, 44.474897465572006], [11.385071744232445, 44.47478250650083], [11.38475747984767, 44.47465865105144]]], ""type"": ""MultiLineString""}";2109;6787;6788;32150;VIA LIGURIA;19911021;58.3640031574;9;16;;20;2B;9;;9;B;1;comunale;16;Savena;VIA MOLISE;VIA SARDEGNA;525.24;0;0;0;2;A944;0;0;Mazzini;58.3640031574;30;Strade 30 km/h o inferiore
44.477042403386996, 11.392950863973576;"{""coordinates"": [[[11.392615729411586, 44.476632178409794], [11.392851793083246, 44.47691268715394], [11.393279657213915, 44.477457782923054]]], ""type"": ""MultiLineString""}";2175;6829;6830;3650;VIA DELL'AURORA;19920110;105.841021228;5.5;4;;10;;0;;0;;1;comunale;16;Savena;VIA GIUSEPPE DOZZA;VIA DELL'AURORA;582.12;0;0;0;1;A944;0;0;Mazzini;105.841021228;30;Strade 30 km/h o inferiore
44.47823219831964, 11.392490464502403;"{""coordinates"": [[[11.39340112113255, 44.47942701340687], [11.392571866685458, 44.478337521365304], [11.391578497761543, 44.47703838269767]]], ""type"": ""MultiLineString""}";2181;6692;6693;32480;VIA MARIO LONGHENA;19911021;302.354621038;12;2;;16;;1;;17;3;1;comunale;16;Savena;VIA GIUSEPPE DOZZA;VIA LUIGI BOMBICCI;3628.2;1;0;0;1;A944;0;0;Mazzini;302.354621038;30;Strade 30 km/h o inferiore
44.4805399080608, 11.379732516673865;"{""coordinates"": [[[11.379966919214294, 44.48087132481627], [11.379498114133435, 44.480208491305305]]], ""type"": ""MultiLineString""}";2193;6904;6892;28500;VIA BENOZZO GOZZOLI;19911021;82.5651879971;10;2;;4;;1;;7;;1;comunale;16;Savena;VIA GIOVANNI ANTONIO MAGINI;VIA ANTONIO FIACCHI;825.7;0;0;0;1;A944;0;0;Mazzini;82.5651879971;30;Strade 30 km/h o inferiore
44.47937392973121, 11.383264488577554;"{""coordinates"": [[[11.3837594818033, 44.47957498507259], [11.383255076634892, 44.479370862446785], [11.38277003401946, 44.479171553451536]]], ""type"": ""MultiLineString""}";2198;6906;6767;34800;VIA MARCHE;19911021;90.5847120082;10;2;;6;;1;;7;;1;comunale;16;Savena;VIA BELLARIA;VIA SICILIA;905.8;0;0;0;1;A944;0;0;Mazzini;90.5847120082;30;Strade 30 km/h o inferiore
44.48915549963227, 11.385644549507315;"{""coordinates"": [[[11.383203910080818, 44.4891030984138], [11.384900430099346, 44.48945035310389], [11.385027061631133, 44.48947370767754], [11.385165113293626, 44.48947331564677], [11.385316370248812, 44.48945781027115], [11.38551103931583, 44.489406808023894], [11.385654091320529, 44.48935934450403], [11.3876920645454, 44.488719142449646], [11.387831294401922, 44.48868025170316], [11.387924464819932, 44.48866243177926], [11.388057658823643, 44.4886275447295]]], ""type"": ""MultiLineString""}";2352;6927;6889;22320;VIALE FELSINA;19911021;410.859247426;16;40;;68;;0;;0;;1;comunale;16;Savena;VIA POPULONIA;VIALE VLADIMIR ILIC ULJANOV LENIN;6573.76;0;0;0;11;A944;0;0;Mazzini;410.859247426;30;Strade 30 km/h o inferiore
44.50028876935856, 11.27756547698033;"{""coordinates"": [[[11.277432015269227, 44.50006841031943], [11.277698938691433, 44.5005091283977]]], ""type"": ""MultiLineString""}";2465;8600;8596;11130;VIA CADUTI DI CASTELDEBOLE;19911021;53.3450878418;15;38;;48;B;19;;21;;1;comunale;11;Borgo Panigale - Reno;VIA GREGORIO XIII;VIA CARATON;800.25;1;0;0;8;A944;0;0;Borgo Panigale;53.3450878418;30;Strade 30 km/h o inferiore
